state,name,mean_work_travel_2010,mean_work_travel_2017,delta_work_travel
South Dakota,Lincoln County,19.2,19.6,0.4
South Dakota,Lyman County,12.3,11.8,-0.5
South Dakota,McCook County,23.7,24.7,1
South Dakota,McPherson County,14,18.4,4.4
South Dakota,Marshall County,19,17.1,-1.9
South Dakota,Meade County,20.3,20.5,0.2
South Dakota,Mellette County,24.7,21.9,-2.8
South Dakota,Miner County,17.5,21.3,3.8
South Dakota,Minnehaha County,16.7,17.8,1.1
South Dakota,Moody County,18.8,19.8,1
South Dakota,Oglala Lakota County,16.1,0,-16.1
South Dakota,Pennington County,17.6,17.3,-0.3
South Dakota,Perkins County,12.3,13.3,1
South Dakota,Potter County,11.5,14.3,2.8
South Dakota,Roberts County,17.6,18.6,1
South Dakota,Sanborn County,20.8,21.5,0.7
South Dakota,Spink County,13.8,15.9,2.1
South Dakota,Stanley County,14.8,16.4,1.6
South Dakota,Sully County,17.2,14.6,-2.6
South Dakota,Todd County,16.9,18.1,1.2
South Dakota,Tripp County,12.2,15.4,3.2
South Dakota,Turner County,25.9,25.4,-0.5
South Dakota,Union County,17.5,19.6,2.1
South Dakota,Walworth County,15.5,15.2,-0.3
South Dakota,Yankton County,14.1,15.1,1
South Dakota,Ziebach County,20.3,22.8,2.5
Tennessee,Anderson County,23,23.3,0.3
Tennessee,Bedford County,25,25.1,0.1
Tennessee,Benton County,23.5,24.4,0.9
Tennessee,Bledsoe County,33.3,30.4,-2.9
Tennessee,Blount County,23.4,24.8,1.4
Tennessee,Bradley County,20.4,21.1,0.7
Tennessee,Campbell County,26.4,27.1,0.7
Tennessee,Cannon County,34.3,33.4,-0.9
Tennessee,Carroll County,24.1,23.9,-0.2
Tennessee,Carter County,22.2,23.8,1.6
Tennessee,Cheatham County,32.7,32,-0.7
Tennessee,Chester County,24.8,24.8,0
Tennessee,Claiborne County,25,24.5,-0.5
Tennessee,Clay County,29.8,27.9,-1.9
Tennessee,Cocke County,26.9,28.4,1.5
Tennessee,Coffee County,22.9,23.1,0.2
Tennessee,Crockett County,22,23.2,1.2
Tennessee,Cumberland County,24,22.2,-1.8
Tennessee,Davidson County,23.1,24.5,1.4
Tennessee,Decatur County,24.2,26.9,2.7
Tennessee,DeKalb County,24.7,27.9,3.2
Tennessee,Dickson County,29.9,31.7,1.8
Tennessee,Dyer County,17.9,20.2,2.3
Tennessee,Fayette County,33,33.1,0.1
Tennessee,Fentress County,26.1,23.2,-2.9
Tennessee,Franklin County,23,22.4,-0.6
Tennessee,Gibson County,23,23.2,0.2
Tennessee,Giles County,26.4,25.7,-0.7
Tennessee,Grainger County,31.8,32.9,1.1
Tennessee,Greene County,23.2,22.8,-0.4
Tennessee,Grundy County,25.5,28.1,2.6
Tennessee,Hamblen County,20.6,22.1,1.5
Tennessee,Hamilton County,21.2,21.4,0.2
Tennessee,Hancock County,30.3,34.3,4
Tennessee,Hardeman County,28.6,28.7,0.1
Tennessee,Hardin County,21.3,24.4,3.1
Tennessee,Hawkins County,24,25.3,1.3
Tennessee,Haywood County,22.4,22.8,0.4
Tennessee,Henderson County,24.1,26.5,2.4
Tennessee,Henry County,20.1,20.9,0.8
Tennessee,Hickman County,37.6,36.3,-1.3
Tennessee,Houston County,27.8,34.4,6.6
Tennessee,Humphreys County,25.6,27.5,1.9
Tennessee,Jackson County,31.1,32,0.9
Tennessee,Jefferson County,24.7,25.8,1.1
Tennessee,Johnson County,25.8,24.8,-1
Tennessee,Knox County,20.9,21.9,1
Tennessee,Lake County,20.8,18.7,-2.1
Tennessee,Lauderdale County,22.1,23.7,1.6
Tennessee,Lawrence County,26.2,27.7,1.5
Tennessee,Lewis County,27.5,26.2,-1.3
Tennessee,Lincoln County,26.2,27.7,1.5
Tennessee,Loudon County,23.2,23.4,0.2
Tennessee,McMinn County,22,23.8,1.8
Tennessee,McNairy County,22.3,26.9,4.6
Tennessee,Macon County,30.5,34.6,4.1
Tennessee,Madison County,19.6,18.6,-1
Tennessee,Marion County,27.4,28.1,0.7
Tennessee,Marshall County,28.2,30.1,1.9
Tennessee,Maury County,26.6,29.3,2.7
Tennessee,Meigs County,29.4,31,1.6
Tennessee,Monroe County,25.8,28,2.2
Tennessee,Montgomery County,24.4,24.9,0.5
Tennessee,Moore County,25.9,25.2,-0.7
Tennessee,Morgan County,32.1,30.2,-1.9
Tennessee,Obion County,20.3,21.9,1.6
Tennessee,Overton County,28.4,27.5,-0.9
Tennessee,Perry County,26.5,29.7,3.2
Tennessee,Pickett County,29.4,25.8,-3.6
Tennessee,Polk County,30,29.8,-0.2
Tennessee,Putnam County,20.7,22.9,2.2
Tennessee,Rhea County,25.8,22.7,-3.1
Tennessee,Roane County,26.1,27.4,1.3
Tennessee,Robertson County,28.5,29.3,0.8
Tennessee,Rutherford County,26.1,28.5,2.4
Tennessee,Scott County,26.4,28.3,1.9
Tennessee,Sequatchie County,28.4,32.4,4
Tennessee,Sevier County,24.7,24.8,0.1
Tennessee,Shelby County,22.4,22.9,0.5
Tennessee,Smith County,27.8,28.6,0.8
Tennessee,Stewart County,32,34.7,2.7
Tennessee,Sullivan County,20.3,21.4,1.1
Tennessee,Sumner County,27.6,27.8,0.2
Tennessee,Tipton County,31.8,33,1.2
Tennessee,Trousdale County,31.9,29.2,-2.7
Tennessee,Unicoi County,23.1,20.4,-2.7
Tennessee,Union County,32.4,33.6,1.2
Tennessee,Van Buren County,21.8,27.5,5.7
Tennessee,Warren County,23.9,24.5,0.6
Tennessee,Washington County,20,20.8,0.8
Tennessee,Wayne County,27.1,29.1,2
Tennessee,Weakley County,21,20,-1
Tennessee,White County,23.3,24,0.7
Tennessee,Williamson County,27,27.3,0.3
Tennessee,Wilson County,27.8,30,2.2
Texas,Anderson County,23.8,23.7,-0.1
Texas,Andrews County,21.7,19.8,-1.9
Texas,Angelina County,20.8,18.7,-2.1
Texas,Aransas County,18.6,20.8,2.2
Texas,Archer County,19.3,20.4,1.1
Texas,Armstrong County,26.5,27.4,0.9
Texas,Atascosa County,32.7,30.8,-1.9
Texas,Austin County,28.1,31.1,3
Texas,Bailey County,14.1,16.5,2.4
Texas,Bandera County,32.8,37,4.2
Texas,Bastrop County,33.9,34.4,0.5
Texas,Baylor County,17.6,10.6,-7
Texas,Bee County,20.3,21.9,1.6
Texas,Bell County,18.7,20.6,1.9
Texas,Bexar County,24.1,25,0.9
Texas,Blanco County,26.7,27.8,1.1
Texas,Borden County,21.6,28.1,6.5
Texas,Bosque County,27.2,29.6,2.4
Texas,Bowie County,17.5,17.9,0.4
Texas,Brazoria County,28.7,29.8,1.1
Texas,Brazos County,17.3,17,-0.3
Texas,Brewster County,13.5,13.8,0.3
Texas,Briscoe County,22.1,20.9,-1.2
Texas,Brooks County,18.6,21.6,3
Texas,Brown County,16.6,17.3,0.7
Texas,Burleson County,28.8,27.4,-1.4
Texas,Burnet County,26.8,26.2,-0.6
Texas,Caldwell County,29.8,30.6,0.8
Texas,Calhoun County,19.4,20.9,1.5
Texas,Callahan County,23.1,22.9,-0.2
Texas,Cameron County,19.9,20.2,0.3
Texas,Camp County,21.7,26,4.3
Texas,Carson County,20.8,19.7,-1.1
Texas,Cass County,28.4,24,-4.4
Texas,Castro County,18.1,16.1,-2
Texas,Chambers County,29.9,27.8,-2.1
Texas,Cherokee County,20.6,24.4,3.8
Texas,Childress County,10.7,15.7,5
Texas,Clay County,24,23.9,-0.1
Texas,Cochran County,21,23.4,2.4
Texas,Coke County,20.6,23,2.4
Texas,Coleman County,24.1,24.5,0.4
Texas,Collin County,27.8,28.7,0.9
Texas,Collingsworth County,14,15.4,1.4
Texas,Colorado County,26.3,20.5,-5.8
Texas,Comal County,28.7,30.6,1.9
Texas,Comanche County,22.5,25.2,2.7
Texas,Concho County,20.3,22.5,2.2
Texas,Cooke County,25.6,25.5,-0.1
Texas,Coryell County,19.9,22,2.1
Texas,Cottle County,17.1,15.2,-1.9
Texas,Crane County,22.6,28.5,5.9
Texas,Crockett County,18.8,22.3,3.5
Texas,Crosby County,18.9,21.6,2.7
Texas,Culberson County,8.1,12.5,4.4
Texas,Dallam County,12.3,13.5,1.2
Texas,Dallas County,25.7,27.2,1.5
Texas,Dawson County,12.2,16.6,4.4
Texas,Deaf Smith County,16.9,13.1,-3.8
Texas,Delta County,30.9,31.5,0.6
Texas,Denton County,27.5,28.9,1.4
Texas,DeWitt County,22.9,23.8,0.9
Texas,Dickens County,15.1,19.1,4
Texas,Dimmit County,22.7,15.6,-7.1
Texas,Donley County,17.1,23.6,6.5
Texas,Duval County,26.2,27.6,1.4
Texas,Eastland County,19,18.6,-0.4
Texas,Ector County,19.4,22,2.6
Texas,Edwards County,23.6,16.3,-7.3
Texas,Ellis County,28.6,29.3,0.7
Texas,El Paso County,22.4,23.4,1
Texas,Erath County,18.3,19.9,1.6
Texas,Falls County,25.8,26.7,0.9
Texas,Fannin County,30.5,29.7,-0.8
Texas,Fayette County,22.3,22.8,0.5
Texas,Fisher County,21.2,21.3,0.1
Texas,Floyd County,17.6,14.9,-2.7
Texas,Foard County,12.4,20.8,8.4
Texas,Fort Bend County,30.6,33,2.4
Texas,Franklin County,23.8,23.9,0.1
Texas,Freestone County,23.5,25.7,2.2
Texas,Frio County,23,15.8,-7.2
Texas,Gaines County,18.6,19,0.4
Texas,Galveston County,25.5,28,2.5
Texas,Garza County,14,17.4,3.4
Texas,Gillespie County,20,20.7,0.7
Texas,Glasscock County,22.7,20.6,-2.1
Texas,Goliad County,30.8,29.9,-0.9
Texas,Gonzales County,23.2,22.3,-0.9
Texas,Gray County,17.3,19,1.7
Texas,Grayson County,23.6,24.9,1.3
Texas,Gregg County,20.4,20.4,0
Texas,Grimes County,30,27.1,-2.9
Texas,Guadalupe County,24.8,26.7,1.9
Texas,Hale County,14.9,17.7,2.8
Texas,Hall County,16.1,15,-1.1
Texas,Hamilton County,18.9,19.1,0.2
Texas,Hansford County,19.4,14.8,-4.6
Texas,Hardeman County,17.5,15.9,-1.6
Texas,Hardin County,27.3,28.3,1
Texas,Harris County,27.5,28.9,1.4
Texas,Harrison County,23.4,20.9,-2.5
Texas,Hartley County,11.6,11.9,0.3
Texas,Haskell County,20.9,16.1,-4.8
Texas,Hays County,29.3,30.1,0.8
Texas,Hemphill County,15.7,16,0.3
Texas,Henderson County,31.6,30.6,-1
Texas,Hidalgo County,21,21.9,0.9
Texas,Hill County,30.8,28.5,-2.3
Texas,Hockley County,19.7,19.6,-0.1
Texas,Hood County,32.1,32.5,0.4
Texas,Hopkins County,20.1,23.3,3.2
Texas,Houston County,26,26.4,0.4
Texas,Howard County,16.8,18.8,2
Texas,Hudspeth County,24.4,29,4.6
Texas,Hunt County,28.7,30.8,2.1
Texas,Hutchinson County,18,18.3,0.3
Texas,Irion County,27.9,22.3,-5.6
Texas,Jack County,21.1,26.5,5.4
Texas,Jackson County,24.4,25.7,1.3
Texas,Jasper County,24.5,29.9,5.4
Texas,Jeff Davis County,13.5,18.5,5
Texas,Jefferson County,19,19.7,0.7
Texas,Jim Hogg County,24,33,9
Texas,Jim Wells County,22.7,28.6,5.9
Texas,Johnson County,29.1,30.3,1.2
Texas,Jones County,25.8,20.2,-5.6
Texas,Karnes County,25.6,21.7,-3.9
Texas,Kaufman County,32,34.7,2.7
Texas,Kendall County,25.9,31.2,5.3
Texas,Kenedy County,16.3,16.3,0
Texas,Kent County,14.6,7.7,-6.9
Texas,Kerr County,18.9,20,1.1
Texas,Kimble County,17,20.6,3.6
Texas,King County,4.5,12.4,7.9
Texas,Kinney County,17.6,18.7,1.1
Texas,Kleberg County,18,17.6,-0.4
Texas,Knox County,14.2,17.5,3.3
Texas,Lamar County,19.1,20.3,1.2
Texas,Lamb County,16.2,17.2,1
Texas,Lampasas County,27.4,27.4,0
Texas,La Salle County,27.5,19.5,-8
Texas,Lavaca County,25.1,28,2.9
Texas,Lee County,25.6,25.7,0.1
Texas,Leon County,24.7,28.3,3.6
Texas,Liberty County,34.3,36.9,2.6
Texas,Limestone County,22.3,21.3,-1
Texas,Lipscomb County,19.5,20.2,0.7
Texas,Live Oak County,25.7,33.5,7.8
Texas,Llano County,26,24.4,-1.6
Texas,Loving County,19,22.4,3.4
Texas,Lubbock County,16.3,17.3,1
Texas,Lynn County,16.8,19.1,2.3
Texas,McCulloch County,12.8,15.9,3.1
Texas,McLennan County,18.5,19.4,0.9
Texas,McMullen County,20.8,21.6,0.8
Texas,Madison County,24.2,23.4,-0.8
Texas,Marion County,26.8,31.4,4.6
Texas,Martin County,18.5,17.9,-0.6
Texas,Mason County,13.8,20.2,6.4
Texas,Matagorda County,21.6,21.7,0.1
Texas,Maverick County,19.5,22,2.5
Texas,Medina County,29,31.5,2.5
Texas,Menard County,21.9,29.3,7.4
Texas,Midland County,17.3,19.5,2.2
Texas,Milam County,26.2,27.2,1
Texas,Mills County,18.3,16.5,-1.8
Texas,Mitchell County,16.7,20.2,3.5
Texas,Montague County,26.5,24.3,-2.2
Texas,Montgomery County,31.6,32.7,1.1
Texas,Moore County,16.1,16.9,0.8
Texas,Morris County,20.2,23.8,3.6
Texas,Motley County,24.1,16.4,-7.7
Texas,Nacogdoches County,19.1,20.4,1.3
Texas,Navarro County,23.3,25.3,2
Texas,Newton County,30.1,37.3,7.2
Texas,Nolan County,17.4,15.5,-1.9
Texas,Nueces County,19.2,19.6,0.4
Texas,Ochiltree County,17.5,18.5,1
Texas,Oldham County,16.6,19,2.4
Texas,Orange County,22.3,23.9,1.6
Texas,Palo Pinto County,22.9,23.5,0.6
Texas,Panola County,25.6,25.9,0.3
Texas,Parker County,29.8,31.7,1.9
Texas,Parmer County,14.7,14.2,-0.5
Texas,Pecos County,16.3,19.2,2.9
Texas,Polk County,27.3,29.1,1.8
Texas,Potter County,17.1,17.8,0.7
Texas,Presidio County,18.6,18.3,-0.3
Texas,Rains County,34.6,34.9,0.3
Texas,Randall County,17.8,19.1,1.3
Texas,Reagan County,16.7,16.6,-0.1
Texas,Real County,20.2,16.3,-3.9
Texas,Red River County,26.9,30.7,3.8
Texas,Reeves County,19.3,16.8,-2.5
Texas,Refugio County,22.9,22.7,-0.2
Texas,Roberts County,15.5,22.2,6.7
Texas,Robertson County,24.8,24.4,-0.4
Texas,Rockwall County,31.6,33.4,1.8
Texas,Runnels County,18.3,21.9,3.6
Texas,Rusk County,23.8,24.3,0.5
Texas,Sabine County,26.1,22.2,-3.9
Texas,San Augustine County,28,26.7,-1.3
Texas,San Jacinto County,37.8,41.3,3.5
Texas,San Patricio County,20.7,23.6,2.9
Texas,San Saba County,20.2,25.8,5.6
Texas,Schleicher County,17.9,29,11.1
Texas,Scurry County,15.6,16.6,1
Texas,Shackelford County,16.9,20.7,3.8
Texas,Shelby County,21.6,26.3,4.7
Texas,Sherman County,16.4,20.1,3.7
Texas,Smith County,21.1,23.8,2.7
Texas,Somervell County,27.4,28.3,0.9
Texas,Starr County,21.2,23.1,1.9
Texas,Stephens County,14.1,19.5,5.4
Texas,Sterling County,20.6,21,0.4
Texas,Stonewall County,17.3,17.7,0.4
Texas,Sutton County,11.9,19.7,7.8
Texas,Swisher County,17.2,19.7,2.5
Texas,Tarrant County,25.7,27,1.3
Texas,Taylor County,15.7,16.9,1.2
Texas,Terrell County,15.6,30,14.4
Texas,Terry County,21.3,20.1,-1.2
Texas,Throckmorton County,22.5,22.2,-0.3
Texas,Titus County,17.5,18.8,1.3
Texas,Tom Green County,17.3,17.8,0.5
Texas,Travis County,23.8,25.3,1.5
Texas,Trinity County,31.8,33.2,1.4
Texas,Tyler County,30.7,35.7,5
Texas,Upshur County,27.1,27.8,0.7
Texas,Upton County,19.1,20.9,1.8
Texas,Uvalde County,18.3,18.5,0.2
Texas,Val Verde County,19,19,0
Texas,Van Zandt County,34.9,34.4,-0.5
Texas,Victoria County,20.9,20,-0.9
Texas,Walker County,22.3,25.8,3.5
Texas,Waller County,31,30,-1
Texas,Ward County,20.1,21.7,1.6
Texas,Washington County,20,21.5,1.5
Texas,Webb County,21,21.7,0.7
Texas,Wharton County,24.3,23,-1.3
Texas,Wheeler County,18.5,18.4,-0.1
Texas,Wichita County,15.8,15.4,-0.4
Texas,Wilbarger County,12.5,11.5,-1
Texas,Willacy County,18.5,22.7,4.2
Texas,Williamson County,26,27.9,1.9
Texas,Wilson County,32.5,34.5,2
Texas,Winkler County,21.3,19.2,-2.1
Texas,Wise County,30.4,32.1,1.7
Texas,Wood County,29.7,30.2,0.5
Texas,Yoakum County,18.1,16.2,-1.9
Texas,Young County,15.9,15.3,-0.6
Texas,Zapata County,16.4,18.2,1.8
Texas,Zavala County,15.5,13.7,-1.8
Utah,Beaver County,13.3,16,2.7
Utah,Box Elder County,22,23.5,1.5
Utah,Cache County,16.4,17.3,0.9
Utah,Carbon County,17.3,17.7,0.4
Utah,Daggett County,14.8,18.6,3.8
Utah,Davis County,22.7,22.5,-0.2
Utah,Duchesne County,20.8,20.6,-0.2
Utah,Emery County,21,19.8,-1.2
Utah,Garfield County,14.1,14,-0.1
Utah,Grand County,13.4,15.6,2.2
Utah,Iron County,15.8,17.4,1.6
Utah,Juab County,25.7,22.7,-3
Utah,Kane County,18.7,12.5,-6.2
Utah,Millard County,16,17.5,1.5
Utah,Morgan County,26.1,27.7,1.6
Utah,Piute County,28.5,24.5,-4
Utah,Rich County,19.9,21.6,1.7
Utah,Salt Lake County,21.8,22.1,0.3
Utah,San Juan County,20.1,20.6,0.5
Utah,Sanpete County,19.2,21,1.8
Utah,Sevier County,15.3,16.6,1.3
Utah,Summit County,24.5,25,0.5
Utah,Tooele County,28.4,27.8,-0.6
Utah,Uintah County,19.9,19.1,-0.8
Utah,Utah County,20.7,21.4,0.7
Utah,Wasatch County,20.5,23.3,2.8
Utah,Washington County,18.1,18.1,0
Utah,Wayne County,12.8,16.3,3.5
Utah,Weber County,22,22,0
Vermont,Addison County,22.5,23.8,1.3
Vermont,Bennington County,17.6,19.3,1.7
Vermont,Caledonia County,21.5,26,4.5
Vermont,Chittenden County,19.6,21.1,1.5
Vermont,Essex County,25.1,26,0.9
Vermont,Franklin County,26.6,25.3,-1.3
Vermont,Grand Isle County,31.1,33.4,2.3
Vermont,Lamoille County,24.4,25.4,1
Vermont,Orange County,27,27,0
Vermont,Orleans County,22.2,24.2,2
Vermont,Rutland County,20,21.1,1.1
Vermont,Washington County,21.3,22.9,1.6
Vermont,Windham County,20.4,21.3,0.9
Vermont,Windsor County,21.3,22.8,1.5
Virginia,Accomack County,20,22,2
Virginia,Albemarle County,21.8,21.9,0.1
Virginia,Alleghany County,26.2,24.6,-1.6
Virginia,Amelia County,36.2,38,1.8
Virginia,Amherst County,22.7,24.1,1.4
Virginia,Appomattox County,25,31.9,6.9
Virginia,Arlington County,26.5,28.6,2.1
Virginia,Augusta County,22.3,23.7,1.4
Virginia,Bath County,31.4,24.5,-6.9
Virginia,Bedford County,26.1,26.9,0.8
Virginia,Bland County,27.9,32.8,4.9
Virginia,Botetourt County,25.8,28.3,2.5
Virginia,Brunswick County,31,29.2,-1.8
Virginia,Buchanan County,29.3,27.7,-1.6
Virginia,Buckingham County,32.2,35.5,3.3
Virginia,Campbell County,22.3,25.3,3
Virginia,Caroline County,37,35.6,-1.4
Virginia,Carroll County,26.4,25.8,-0.6
Virginia,Charles City County,32.4,32.7,0.3
Virginia,Charlotte County,30.6,31.4,0.8
Virginia,Chesterfield County,24.9,26.4,1.5
Virginia,Clarke County,34.5,35.6,1.1
Virginia,Craig County,38.5,37.6,-0.9
Virginia,Culpeper County,35.3,39.7,4.4
Virginia,Cumberland County,35.7,40.7,5
Virginia,Dickenson County,33.3,29.6,-3.7
Virginia,Dinwiddie County,28.4,29.2,0.8
Virginia,Essex County,32.8,35,2.2
Virginia,Fairfax County,31.3,32.1,0.8
Virginia,Fauquier County,37.9,39.8,1.9
Virginia,Floyd County,33.8,31.6,-2.2
Virginia,Fluvanna County,30.1,33.4,3.3
Virginia,Franklin County,27.7,30.2,2.5
Virginia,Frederick County,30.4,31.1,0.7
Virginia,Giles County,26.3,24.9,-1.4
Virginia,Gloucester County,32.4,32.9,0.5
Virginia,Goochland County,29.6,31.1,1.5
Virginia,Grayson County,24.4,27.8,3.4
Virginia,Greene County,28.6,31.2,2.6
Virginia,Greensville County,24.5,22.9,-1.6
Virginia,Halifax County,24.3,25.3,1
Virginia,Hanover County,25.1,26.1,1
Virginia,Henrico County,21.7,22.3,0.6
Virginia,Henry County,22.6,23.6,1
Virginia,Highland County,24.5,22.5,-2
Virginia,Isle of Wight County,28.3,29.2,0.9
Virginia,James City County,25.3,25,-0.3
Virginia,King and Queen County,34,34.6,0.6
Virginia,King George County,31.6,37.1,5.5
Virginia,King William County,35.9,37.4,1.5
Virginia,Lancaster County,21.9,26.7,4.8
Virginia,Lee County,26.5,29.8,3.3
Virginia,Loudoun County,33.4,33.7,0.3
Virginia,Louisa County,35.5,36.3,0.8
Virginia,Lunenburg County,30.5,29.1,-1.4
Virginia,Madison County,31.9,30.5,-1.4
Virginia,Mathews County,37.3,32.5,-4.8
Virginia,Mecklenburg County,27.4,24.7,-2.7
Virginia,Middlesex County,27,31,4
Virginia,Montgomery County,18.2,18.7,0.5
Virginia,Nelson County,31.6,31.2,-0.4
Virginia,New Kent County,30.6,33.4,2.8
Virginia,Northampton County,17.5,20.3,2.8
Virginia,Northumberland County,24.7,27.5,2.8
Virginia,Nottoway County,28.6,25.4,-3.2
Virginia,Orange County,38.5,39.3,0.8
Virginia,Page County,34.4,33.8,-0.6
Virginia,Patrick County,24.9,28,3.1
Virginia,Pittsylvania County,25.6,25.1,-0.5
Virginia,Powhatan County,31.6,31.8,0.2
Virginia,Prince Edward County,21.4,21.4,0
Virginia,Prince George County,22.1,25.7,3.6
Virginia,Prince William County,38.8,39.1,0.3
Virginia,Pulaski County,22,22.8,0.8
Virginia,Rappahannock County,35.1,37.9,2.8
Virginia,Richmond County,29.8,24.7,-5.1
Virginia,Roanoke County,20.2,22.4,2.2
Virginia,Rockbridge County,20.9,23.5,2.6
Virginia,Rockingham County,22.4,21.7,-0.7
Virginia,Russell County,27.9,28.1,0.2
Virginia,Scott County,27.9,28.2,0.3
Virginia,Shenandoah County,28.6,31,2.4
Virginia,Smyth County,22.3,22,-0.3
Virginia,Southampton County,29.4,31,1.6
Virginia,Spotsylvania County,39.1,38.2,-0.9
Virginia,Stafford County,39.2,40.9,1.7
Virginia,Surry County,34.2,39.3,5.1
Virginia,Sussex County,25.1,33.7,8.6
Virginia,Tazewell County,25.2,23.9,-1.3
Virginia,Warren County,37.4,40.7,3.3
Virginia,Washington County,22.6,24,1.4
Virginia,Westmoreland County,37.9,41.5,3.6
Virginia,Wise County,22,22.4,0.4
Virginia,Wythe County,21.9,23.4,1.5
Virginia,York County,22,21.9,-0.1
Virginia,Alexandria city,29.6,31.8,2.2
Virginia,Bristol city,16.7,21.1,4.4
Virginia,Buena Vista city,16.6,18.3,1.7
Virginia,Charlottesville city,15.5,17.8,2.3
Virginia,Chesapeake city,24.1,25.9,1.8
Virginia,Colonial Heights city,21.8,21.7,-0.1
Virginia,Covington city,19.9,17.8,-2.1
Virginia,Danville city,18.8,20.1,1.3
Virginia,Emporia city,15.4,17.9,2.5
Virginia,Fairfax city,31.4,31.2,-0.2
Virginia,Falls Church city,25.8,28.9,3.1
Virginia,Franklin city,25.1,26.2,1.1
Virginia,Fredericksburg city,26.6,27.7,1.1
Virginia,Galax city,24,18.6,-5.4
Virginia,Hampton city,22.1,22.4,0.3
Virginia,Harrisonburg city,15.6,15.7,0.1
Virginia,Hopewell city,22.3,24,1.7
Virginia,Lexington city,13.8,16.7,2.9
Virginia,Lynchburg city,16.3,17.4,1.1
Virginia,Manassas city,31.7,34.1,2.4
Virginia,Manassas Park city,39.6,37.3,-2.3
Virginia,Martinsville city,17.2,19.9,2.7
Virginia,Newport News city,21.6,23,1.4
Virginia,Norfolk city,21.5,21.2,-0.3
Virginia,Norton city,15.4,14.3,-1.1
Virginia,Petersburg city,21.6,22.5,0.9
Virginia,Poquoson city,22.5,24.6,2.1
Virginia,Portsmouth city,23.5,24.1,0.6
Virginia,Radford city,16.9,19.1,2.2
Virginia,Richmond city,21.4,21.9,0.5
Virginia,Roanoke city,18.5,20.8,2.3
Virginia,Salem city,17.9,19.6,1.7
Virginia,Staunton city,20.9,20,-0.9
Virginia,Suffolk city,27.7,28.4,0.7
Virginia,Virginia Beach city,22.7,23.7,1
Virginia,Waynesboro city,19.3,21.5,2.2
Virginia,Williamsburg city,19.5,19.6,0.1
Virginia,Winchester city,21.3,24.8,3.5
Washington,Adams County,16.2,17.8,1.6
Washington,Asotin County,16.5,15.4,-1.1
Washington,Benton County,21.2,21.8,0.6
Washington,Chelan County,17.8,18.6,0.8
Washington,Clallam County,20.9,21.2,0.3
Washington,Clark County,25,26.4,1.4
Washington,Columbia County,21.7,22.6,0.9
Washington,Cowlitz County,23.6,24.6,1
Washington,Douglas County,18.9,18.2,-0.7
Washington,Ferry County,24.3,22.2,-2.1
Washington,Franklin County,21.2,21.5,0.3
Washington,Garfield County,17.2,20,2.8
Washington,Grant County,18.3,18.9,0.6
Washington,Grays Harbor County,24.2,25.8,1.6
Washington,Island County,26,27.8,1.8
Washington,Jefferson County,24.6,23.5,-1.1
Washington,King County,26.6,29.1,2.5
Washington,Kitsap County,29.9,30.3,0.4
Washington,Kittitas County,20,21.3,1.3
Washington,Klickitat County,19.6,24.1,4.5
Washington,Lewis County,26.1,27.1,1
Washington,Lincoln County,21.3,24.3,3
Washington,Mason County,31.8,32.1,0.3
Washington,Okanogan County,18.1,17.2,-0.9
Washington,Pacific County,21.5,19.3,-2.2
Washington,Pend Oreille County,29.2,29.2,0
Washington,Pierce County,28.4,31.2,2.8
Washington,San Juan County,16.1,14.9,-1.2
Washington,Skagit County,25.6,25.4,-0.2
Washington,Skamania County,30.2,30.5,0.3
Washington,Snohomish County,29.7,31.8,2.1
Washington,Spokane County,21.1,21.5,0.4
Washington,Stevens County,27.9,27.8,-0.1
Washington,Thurston County,24.9,25.6,0.7
Washington,Wahkiakum County,32,24.6,-7.4
Washington,Walla Walla County,14.9,15.6,0.7
Washington,Whatcom County,20.6,21,0.4
Washington,Whitman County,14.5,15.3,0.8
Washington,Yakima County,19,18.9,-0.1
West Virginia,Barbour County,29.9,29.2,-0.7
West Virginia,Berkeley County,30,31.2,1.2
West Virginia,Boone County,29.1,32.9,3.8
West Virginia,Braxton County,32.4,30.2,-2.2
West Virginia,Brooke County,25.8,26.1,0.3
West Virginia,Cabell County,19.9,20.5,0.6
West Virginia,Calhoun County,39.6,33.1,-6.5
West Virginia,Clay County,35.4,45.1,9.7
West Virginia,Doddridge County,37.8,31.6,-6.2
West Virginia,Fayette County,27.5,28.2,0.7
West Virginia,Gilmer County,21.9,31.1,9.2
West Virginia,Grant County,25.2,27.6,2.4
West Virginia,Greenbrier County,24,25.2,1.2
West Virginia,Hampshire County,35.8,37,1.2
West Virginia,Hancock County,23.2,23.9,0.7
West Virginia,Hardy County,25.1,24.9,-0.2
West Virginia,Harrison County,22,22.3,0.3
West Virginia,Jackson County,28.5,29.9,1.4
West Virginia,Jefferson County,38.3,37.4,-0.9
West Virginia,Kanawha County,21,20.9,-0.1
West Virginia,Lewis County,26.9,28.2,1.3
West Virginia,Lincoln County,36.5,35.4,-1.1
West Virginia,Logan County,25.9,25.1,-0.8
West Virginia,McDowell County,27.6,24.8,-2.8
West Virginia,Marion County,25.4,23.8,-1.6
West Virginia,Marshall County,23.5,25,1.5
West Virginia,Mason County,26.3,32.2,5.9
West Virginia,Mercer County,22.5,21.6,-0.9
West Virginia,Mineral County,27.9,28.5,0.6
West Virginia,Mingo County,28.4,28.8,0.4
West Virginia,Monongalia County,20.9,20.9,0
